1;1;1000
2;2;2000
3;2;4000
4;2;8000
5;3;16000
6;3;32000
7;5;64000
8;4;128000
1;1;1000
2;2;2000
3;2;4000
4;3;8000
5;2;16000
6;3;32000
7;3;64000
8;4;128000
1;2;1000
2;2;2000
3;2;4000
4;2;8000
5;3;16000
6;3;32000
7;4;64000
8;4;128000
