1;41;1000
2;116;2000
3;12;4000
4;282;8000
5;1727;16000
6;265;32000
7;511;64000
8;5029;128000
1;103;1000
2;104;2000
3;376;4000
4;710;8000
5;1193;16000
6;423;32000
7;6135;64000
8;8937;128000
1;77;1000
2;88;2000
3;64;4000
4;208;8000
5;1072;16000
6;2444;32000
7;2525;64000
8;1537;128000
1;10;1000
2;206;2000
3;188;4000
4;13;8000
5;84;16000
6;2428;32000
7;4455;64000
1;58;2000
1;123;1000
2;220;2000
3;439;4000
4;299;8000
5;1729;16000
6;1592;32000
